Date,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_AUH,OWID_BAD,OWID_BAV,OWID_CZS,OWID_GDR,OWID_GFR,OWID_HAN,OWID_KOS,OWID_KRU,OWID_MOD,OWID_PMA,OWID_RVN,OWID_SAX,OWID_SIC,OWID_TUS,OWID_WRT,OWID_YAR,OWID_YPR,OWID_ZAN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1827,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,1.0,,,,,,,0.0,,,,,,,,,,
1828,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,1.0,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,1.0,,,,,,,0.0,,,,,,,,,,
1829,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,1.0,,,,,,,0.0,,,,,,,,,,
1830,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,1.0,,,0.0,,,,,,0.0,,,,,1.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,
1831,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,1.0,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,
1832,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,
1833,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,1.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,1.0,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,1.0,,,,,,,0.0,,,,,,,,,,
1834,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,
1835,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,1.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,1.0,,,,,,,,,,
1836,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,1.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,1.0,,,,,,,,,,
1837,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,1.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,1.0,,,,,,,,,,
1838,,,,,,,,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,1.0,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,1.0,,,,,,,,,,
1839,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,1.0,,,,,,,,,,
1840,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,1.0,,,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,
1841,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,0.0,,,,,,,
1842,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,1.0,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,1.0,,,0.0,,,,,,,
1843,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,1.0,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,1.0,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,1.0,,,0.0,,,,,,,
1844,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,1.0,,,0.0,,,,,,,
1845,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,1.0,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,1.0,,,0.0,,,,,,,
1846,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,1.0,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,1.0,,,0.0,,,,,,,
1847,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,1.0,,,0.0,,,,,,,
1848,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,1.0,,,1.0,,,,,,0.0,,,,,1.0,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,0.0,1.0,,,,1.0,,,1.0,,,1.0,1.0,1.0,0.0,,,,,,0.0,,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,0.0,,,,,,,1.0,,,0.0,,,,,,,
1849,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,1.0,,,1.0,,,,,,0.0,,,,,1.0,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,0.0,1.0,,,,0.0,,,0.0,,,1.0,1.0,1.0,0.0,,,,,,0.0,,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,1.0,,,,,,,0.0,,,1.0,,,,,,,
1850,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,1.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,1.0,,,0.0,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,0.0,1.0,,,,0.0,,,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,,,,,,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,1.0,,,0.0,,,,,,,
1851,,,,,,1.0,,,,,,,0.0,,,,,,,,,,0.0,1.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,0.0,,,,,,,
1852,,,,,,1.0,,,,,,,0.0,,,,,,,,,,0.0,1.0,,,,,,,0.0,1.0,,,,,,1.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,1.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,1.0,,,,,,,1.0,,,0.0,,,,,,,
1853,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,0.0,1.0,,,,,,1.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,1.0,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,0.0,0.0,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,1.0,,,,,,,1.0,,,0.0,,,,,,,
1854,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,1.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,0.0,,,0.0,,,0.0,,,1.0,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,0.0,0.0,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,1.0,,,,,,,1.0,,,1.0,,,,,,,
1855,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,0.0,,,0.0,,,0.0,0.0,,1.0,,,,,1.0,,,1.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,0.0,0.0,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,1.0,,,,,,,1.0,,,0.0,,,,,,,
