Date,ABW,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AZE,BDI,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DJI,DMA,DOM,DZA,ECU,EGY,ERI,EST,ETH,FJI,FSM,GAB,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRN,IRQ,ISR,JAM,JOR,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NPL,NRU,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,UZB,VCT,VEN,VGB,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1985,39840000.0,45890000.0,262579980.0,,10760000.0,111730000.0,,7410000.0,,405170020.0,275570020.0,518860000.0,2611060000.0,,197290000.0,1940000.0,,,54210000.0,3160000.0,415690020.0,268890020.0,16280001.0,3330000.0,58400000.0,272360000.0,298980000.0,140900000.0,2392520000.0,344360000.0,445980000.0,899320000.0,209860000.0,163450000.0,133530000.0,187670000.0,595630000.0,111940000.0,160000.0,92110000.0,,228960000.0,47040000.0,378530000.0,558349950.0,204410000.0,4188890000.0,,,2033470000.0,93930000.0,,179080000.0,,534690020.0,88670000.0,314589980.0,133700000.0,159850000.0,47650000.0,81950000.0,183790000.0,28080000.0,62350000.0,559390000.0,,355050000.0,,1619969900.0,4453700000.0,40450000.0,48320000.0,4345270300.0,389930000.0,1629910000.0,,1196730000.0,,39540000.0,35010000.0,12240000.0,-3110000.0,12390000.0,92640000.0,221430000.0,222440000.0,15510000.0,19090000.0,1153940000.0,252800000.0,,,1080000.0,2335980000.0,,524050000.0,22230000.0,381370000.0,,,1078590000.0,52590000.0,797730000.0,,13800000.0,347340000.0,854360000.0,569099970.0,75310000.0,321610000.0,576130000.0,16080000.0,424400000.0,812210050.0,91180000.0,306050000.0,492120000.0,160000.0,200900000.0,,79062930000.0,1729690000.0,111320000.0,768580030.0,1062730000.0,,810740000.0,,14750000.0,84210000.0,,502549980.0,4970000.0,,,519680000.0,69660000.0,3004450000.0,802130000.0,65510004.0,57270000.0,179220000.0,744190000.0,969630000.0,,,35210000.0,28150000.0,,,62720000.0,67170000.0,1632960000.0,16660000.0,517419970.0,311190000.0,1099690000.0,,,,41470000.0,22460000.0,470690020.0,497690020.0,10690000.0,1417500000.0,503940000.0,,24960000.0,,15070000.0,50090000.0,6110000.0,405480000.0,64610000.0,56230000.0,1152990000.0,,889510000.0,654990000.0
1986,98540000.0,6430000.0,301240000.0,,78370000.0,156690000.0,,11380000.0,,436970020.0,304530000.0,613050000.0,2757610000.0,,217560000.0,3830000.0,,,55090000.0,210000.0,554010000.0,313149980.0,10820000.0,4220000.0,81920000.0,238880000.0,293109980.0,12070000.0,2097460000.0,387260000.0,501670000.0,989090050.0,233200000.0,119680000.0,102010000.0,241850000.0,397300000.0,91360000.0,4290000.0,76610000.0,,253120000.0,27980000.0,148690000.0,387620000.0,211750000.0,3556650000.0,2190000.0,,1464480000.0,102330000.0,,172740000.0,,799669950.0,53210000.0,378630000.0,235480000.0,155680000.0,45110000.0,53760000.0,265480020.0,53700000.0,46940000.0,559570000.0,,387840000.0,,1534270100.0,4367400000.0,59470000.0,51590000.0,4148060200.0,383989980.0,1365260000.0,,1018690000.0,,34980000.0,31040000.0,13190000.0,-25410000.0,10750000.0,87620000.0,140570000.0,208400000.0,26090000.0,26400000.0,1059959940.0,194520000.0,,,760000.0,942850000.0,,684820030.0,34320000.0,532260000.0,,,855150000.0,15420000.0,664760000.0,,14120000.0,489000000.0,967920000.0,507660000.0,118970000.0,431800000.0,461640000.0,34590000.0,442970020.0,690110000.0,124690000.0,342200000.0,547229950.0,129999.99,225320000.0,,76260540000.0,1720580000.0,73220000.0,591940030.0,1648610000.0,,777530050.0,,11970000.0,94950000.0,,530330020.0,4560000.0,,,469020000.0,56940000.0,2112620200.0,1308849900.0,58990000.0,73840000.0,205660000.0,715990000.0,1136430100.0,,,25060000.0,31090000.0,,,75590000.0,66120004.0,1590250000.0,22390000.0,364080000.0,369700000.0,853270000.0,,,660000.0,35330000.0,45380000.0,492540000.0,735590000.0,12160000.0,1548830000.0,440410020.0,,60340000.0,,29040000.0,46870000.0,3600000.0,404269980.0,59570000.0,49440000.0,758680000.0,,1013490000.0,523309980.0
1987,42430000.0,93460000.0,259250000.0,,217500000.0,147980000.0,,11690000.0,,373549980.0,255400000.0,516760000.0,2983430000.0,,16420000.0,1260000.0,,,49660000.0,470000.0,530599970.0,506010020.0,10060000.0,4630000.0,69750000.0,318300000.0,335970020.0,46130000.0,2319070000.0,449269980.0,388190000.0,1305729900.0,253200000.0,153410000.0,100880000.0,164100000.0,460520000.0,93640000.0,4139999.8,82790000.0,,196550000.0,31410000.0,219480000.0,411080000.0,360080000.0,3450390000.0,3790000.0,,1233680000.0,74770000.0,,153040000.0,,785669950.0,31540000.0,408900000.0,201420000.0,213770000.0,106460000.0,39130000.0,482630000.0,49140000.0,41660000.0,490330000.0,,414570020.0,,1946170000.0,3128590000.0,134610000.0,120580000.0,2600290000.0,333680000.0,1232680100.0,,1076190000.0,,33259998.0,34040000.0,15500000.0,13220000.0,5930000.0,95930000.0,198000000.0,149250000.0,11630000.0,22210000.0,772669950.0,206390000.0,,,200000.0,801469950.0,,631260000.0,28000000.0,323970020.0,,,703020000.0,-2690000.0,502269980.0,,8550000.0,379240000.0,1326130000.0,371290020.0,118870000.0,515000000.0,556210050.0,31960000.0,512800000.0,679860000.0,120380000.0,287620000.0,584960000.0,150000.0,87430000.0,,73096270000.0,1238570000.0,71490000.0,571570000.0,1156830000.0,,798110000.0,,30310000.0,89040000.0,,534140000.0,4700000.0,,,465840000.0,38440000.0,1701910000.0,1276689900.0,40690000.0,111520000.0,129590000.0,870120000.0,1134970000.0,,,32570000.0,36950000.0,,,89180000.0,47440000.0,1473329900.0,20580000.0,389970020.0,230740000.0,724550000.0,,,,44190000.0,66760004.0,539600000.0,614250000.0,62140000.0,1772720000.0,583920000.0,,29380000.0,,26880000.0,42580000.0,4270000.0,232480000.0,104030000.0,68240000.0,928920000.0,,828110000.0,578850000.0
1988,37710000.0,137610000.0,287900000.0,10050000.0,-23260000.0,244030000.0,,16330000.0,,361109980.0,285140000.0,529780030.0,2362030000.0,,-4930000.0,2590000.0,,,48230000.0,70000.0,741030000.0,357480000.0,3520000.0,5700000.0,62730000.0,269540000.0,360269980.0,84220000.0,3027250000.0,781070000.0,509390000.0,1022890000.0,154930000.0,142460000.0,90570000.0,146740000.0,351950000.0,107990000.0,22100000.0,82030000.0,,163950000.0,33560000.0,193940000.0,311930000.0,278820000.0,2780820000.0,3530000.0,,1791010000.0,99970000.0,,187550000.0,,1004260030.0,30310000.0,441540000.0,155170000.0,180850000.0,85930000.0,37850000.0,410200000.0,43060000.0,40490000.0,534290000.0,,245030000.0,,2237120000.0,3454130000.0,145520000.0,18460000.0,2491490000.0,355390000.0,850340030.0,,1451990000.0,,38120000.0,27330000.0,27020000.0,4020000.0,8700000.0,115140000.0,265269980.0,116520000.0,9790000.0,32419998.0,918340030.0,205780000.0,,,550000.0,867880000.0,,517090020.0,35190000.0,304500000.0,,,797610000.0,-5050000.0,550970000.0,,6370000.0,303869980.0,1704000000.0,330900000.0,102260000.0,667360000.0,188780000.0,39730000.0,454880000.0,655510000.0,178790000.0,410020000.0,631690000.0,380000.0,10240000.0,,72730180000.0,1990510000.0,40310000.0,514909980.0,1099390000.0,,769460030.0,,16010000.0,87580000.0,,578000000.0,2920000.0,,,454660000.0,29040000.0,1676930000.0,1072730000.0,34380000.0,92700000.0,185780000.0,786210050.0,784120000.0,,,43380000.0,41610000.0,,,73250000.0,36710000.0,271890020.0,14770000.0,480300000.0,362170020.0,739190000.0,,,40000.0,33700000.0,11590000.0,561650050.0,413440000.0,26980000.0,1804650000.0,715240000.0,,61720000.0,,30260000.0,47820000.0,3560000.0,273880000.0,72420000.0,51730000.0,543730000.0,,829979970.0,492400000.0
1989,50310000.0,273100000.0,310890020.0,19040000.0,-12440000.0,352960000.0,,8000000.0,,379230000.0,490810000.0,498400000.0,2535360000.0,,-4570000.0,7550000.0,20000.0,,53440000.0,200000.0,846410000.0,348630000.0,1880000.0,5820000.0,65120004.0,291930000.0,339330000.0,119740000.0,3254649900.0,728900030.0,867400000.0,1313030000.0,165630000.0,133490010.0,78870000.0,163450000.0,426429980.0,106500000.0,2290000.0,75980000.0,,135370000.0,43310000.0,234430000.0,295950000.0,248880000.0,3074780000.0,,,1330810100.0,76820000.0,,238790000.0,,1245680000.0,850000.0,659500000.0,186720000.0,220530000.0,105550000.0,26840000.0,455570020.0,73550000.0,71570000.0,442320000.0,,345560000.0,,2587880000.0,3071690000.0,168020000.0,28400000.0,2310290000.0,477680000.0,608909950.0,,1867339900.0,,44900000.0,30140000.0,25240000.0,67930000.0,8109999.5,179490000.0,222020000.0,107790000.0,17840000.0,32320000.0,881099970.0,249760000.0,,,510000.0,906830000.0,,633710000.0,43070000.0,198810000.0,,,823290000.0,-9260000.0,224390000.0,,9970000.0,307910000.0,1485060100.0,464730020.0,102800000.0,761460030.0,208310000.0,109220000.0,508910000.0,557600000.0,530130020.0,446380000.0,715150000.0,100000.0,41770000.0,,75122475000.0,2084480000.0,35670000.0,568810000.0,1198640000.0,,654120000.0,,14900000.0,125090000.0,,521890020.0,7410000.0,,,419160000.0,22170000.0,1365550100.0,1255530000.0,173560000.0,80040000.0,179300000.0,735330050.0,763550000.0,,,90160000.0,104130000.0,,,58140000.0,37000000.0,204710000.0,16490000.0,464589980.0,354309980.0,959920000.0,,,,42670000.0,8800000.0,500400000.0,232090000.0,11550000.0,1659660000.0,941040000.0,,53960000.0,,26070000.0,121710000.0,10600000.0,210330000.0,69340000.0,50380000.0,646100000.0,,649280000.0,483440000.0
1990,52360000.0,209800000.0,426690020.0,17190000.0,5110000.0,258950020.0,,7610000.0,,425250000.0,427540000.0,523469980.0,2808239900.0,22710000.0,218920000.0,5100000.0,20000.0,,52050000.0,66839996.0,770360000.0,250930000.0,3530000.0,5160000.0,66000000.0,240740000.0,390520000.0,161820000.0,2982020000.0,1053530050.0,716320000.0,1407470000.0,330520000.0,152670000.0,68700000.0,178260000.0,367149980.0,80300000.0,4770000.0,66540000.0,23030000.0,323020000.0,30810000.0,145350000.0,499530000.0,233560000.0,10273740000.0,7180000.0,,1615170000.0,88380000.0,,200750000.0,,877860000.0,890000.0,456210000.0,158840000.0,205380000.0,94950000.0,21800000.0,321269980.0,260890020.0,59530000.0,686059970.0,,261760020.0,111070000.0,2290870000.0,2217379800.0,193420000.0,107020000.0,2540610000.0,446630000.0,1478380000.0,,1877410000.0,,70060000.0,30060000.0,13750000.0,55790000.0,20170000.0,160470000.0,458170020.0,185700000.0,12570000.0,19970000.0,946570000.0,226070000.0,,,330000.0,1937110000.0,,633960000.0,23250000.0,278690020.0,,,776219970.0,8580000.0,224780000.0,,20110000.0,112040000.0,1610970000.0,377160000.0,136290000.0,799070000.0,618500000.0,199100000.0,454750000.0,614299970.0,384549980.0,561090050.0,558619970.0,320000.0,108590000.0,,89643300000.0,1440830000.0,182460000.0,643900000.0,1671080000.0,,706450000.0,2148060200.0,12420000.0,83220000.0,,390240000.0,4430000.0,414130020.0,402380000.0,469800000.0,20400000.0,1394100000.0,1269740000.0,3150000.0,70320000.0,93380000.0,589550000.0,823040000.0,,,93670000.0,105380000.0,11510000.0,,90870000.0,58750000.0,1405750000.0,18740000.0,491660000.0,406290020.0,1127750000.0,,,170000.0,45930000.0,27670000.0,607229950.0,1926860000.0,9160000.0,1862400000.0,1068589950.0,457790000.0,69870000.0,,24880000.0,126110000.0,8940000.0,266280000.0,78620000.0,61850000.0,727739970.0,,760680000.0,537930000.0
1991,43480000.0,804240000.0,432540000.0,480140000.0,-14410000.0,400320000.0,4600000.0,11280000.0,310000.0,402440000.0,413290020.0,666130000.0,2520680000.0,514020030.0,145160000.0,4330000.0,20000.0,295520000.0,36390000.0,-7450000.0,747260000.0,290940000.0,3580000.0,4460000.0,84430000.0,216190000.0,264470000.0,184480000.0,2731810000.0,966940000.0,820360000.0,744280000.0,202470000.0,199650000.0,97790000.0,166770000.0,278589980.0,55560000.0,-410000.0,65900000.0,377790000.0,158980000.0,27370000.0,117890000.0,310780000.0,308790000.0,8887780000.0,,21520000.0,1719280000.0,77840000.0,710000.0,218640000.0,360000.0,1329120000.0,3860000.0,580390000.0,157950000.0,177190000.0,95380000.0,24190000.0,312880000.0,197060000.0,54680000.0,483050000.0,,280440000.0,1023880000.0,2378510000.0,3871890000.0,295350000.0,938789950.0,3052680000.0,254350000.0,1299760000.0,175890000.0,1344100000.0,,144780000.0,29510000.0,11730000.0,60590000.0,17910000.0,159520000.0,194980000.0,255790000.0,11280000.0,35950000.0,1054810050.0,194930000.0,6550000.0,5290000.0,140000.0,2353199900.0,,688400000.0,38780000.0,430429980.0,430000.0,,716180000.0,34330000.0,233220000.0,,86690000.0,37130000.0,1707690000.0,334820000.0,101320000.0,857720000.0,367269980.0,289540000.0,472230000.0,576320000.0,399280000.0,1316040100.0,531309980.0,710000.0,19740000.0,,97902076000.0,1759510000.0,195290000.0,903789950.0,1353000000.0,,645179970.0,4344710000.0,13380000.0,179510000.0,,472780000.0,4170000.0,517200000.0,886310000.0,578340030.0,18590000.0,1361590000.0,964700000.0,7250000.0,58140000.0,159500000.0,467750000.0,281970020.0,,,82400000.0,71430000.0,187600000.0,,85760000.0,34780000.0,775560000.0,26510000.0,413180000.0,306220000.0,957860000.0,,,1360000.0,30520000.0,-3260000.0,533750000.0,2377440000.0,9290000.0,1662960000.0,1027199940.0,581340000.0,61030000.0,,24750000.0,46940000.0,9210000.0,329860000.0,74260000.0,69020000.0,424480000.0,,1323930100.0,595760000.0
1992,47920000.0,323020000.0,492630000.0,593460030.0,-14370000.0,359570020.0,38110000.0,7420000.0,10200000.0,456500000.0,421100000.0,637870000.0,2211340000.0,226790000.0,116390000.0,4179999.8,18630000.0,393149980.0,40900000.0,-7040000.0,963990000.0,-480720000.0,1720000.0,6130000.0,75840000.0,173900000.0,248040000.0,184770000.0,3899350000.0,1085290000.0,1034970000.0,402820000.0,163900000.0,354580000.0,68440000.0,171430000.0,211330000.0,35180000.0,80000.0,41440000.0,202930000.0,156590000.0,18540000.0,109400000.0,517130020.0,317160000.0,5872660000.0,1460000.0,149900000.0,1731550100.0,107010000.0,15070000.0,97820000.0,23450000.0,888020030.0,4580000.0,640219970.0,161670000.0,158140000.0,87650000.0,19050000.0,321250000.0,104470000.0,-57740000.0,469740000.0,10000.0,161430000.0,338530000.0,2272960000.0,3373710000.0,174700000.0,203070000.0,3595120000.0,205190000.0,585430000.0,16629999.0,1258740000.0,23200000.0,291330000.0,35550000.0,11930000.0,-24940000.0,9350000.0,202160000.0,161800000.0,177510000.0,4690000.0,39500000.0,729950000.0,214020000.0,139330000.0,123860000.0,160000.0,1347860000.0,16980000.0,525050000.0,41670000.0,461029980.0,5870000.0,,645130000.0,6280000.0,136310000.0,,127740000.0,9740000.0,2178540000.0,286700000.0,67270000.0,851669950.0,237460000.0,210830000.0,501029980.0,521450020.0,367760000.0,914600000.0,537890000.0,710000.0,59650000.0,,87721345000.0,1196510000.0,298900000.0,592820030.0,2038480000.0,10000.0,765020000.0,2122270100.0,15320000.0,82630000.0,,456530000.0,3940000.0,387180000.0,2752990000.0,517630000.0,54180000.0,787630000.0,939760000.0,24270000.0,71010000.0,194490000.0,601469950.0,1061510000.0,,,85050000.0,126330000.0,98980000.0,,85540000.0,29670000.0,280780000.0,21590000.0,349210000.0,325450020.0,922700000.0,20230000.0,10460000.0,220000.0,38700000.0,9340000.0,547550000.0,475720000.0,12800000.0,1971440000.0,1070189950.0,791020000.0,89610000.0,1590000.0,26940000.0,47140000.0,7940000.0,692400000.0,64920000.0,79410000.0,362740000.0,,1492040100.0,1177239900.0
1993,41190000.0,359290020.0,465570020.0,428540000.0,-15450000.0,374700000.0,182360000.0,4980000.0,36000000.0,331530000.0,429260000.0,720469950.0,1735390000.0,180380000.0,166560000.0,1730000.0,103820000.0,289100000.0,50240000.0,-6920000.0,829370000.0,240610000.0,8010000.0,4990000.0,85200000.0,209180000.0,247540000.0,261209980.0,4090640000.0,1113670000.0,808669950.0,272120000.0,182130000.0,167860000.0,70240000.0,179860000.0,179040000.0,68600000.0,-530000.0,54480000.0,155060000.0,205160000.0,14350000.0,-16309999.0,488210000.0,282200000.0,3812700000.0,114330000.0,69330000.0,1662310000.0,96790000.0,94890000.0,149810000.0,172100000.0,923450000.0,-20000.0,605700030.0,126660000.0,145380000.0,80720000.0,11770000.0,332350000.0,139150000.0,42690000.0,435109980.0,,199640000.0,252810000.0,2210260000.0,2079060100.0,213650000.0,261690000.0,2181130000.0,180580000.0,462890020.0,24390000.0,1324760000.0,156820000.0,433720000.0,23850000.0,16309999.0,-53840000.0,2820000.0,219290000.0,215120000.0,188500000.0,4270000.0,37530000.0,766500000.0,226800000.0,101160000.0,51890000.0,210000.0,1183850000.0,49090000.0,525850000.0,37640000.0,660100000.0,47750000.0,5300000.0,579170000.0,51670000.0,114410000.0,,126920000.0,149780000.0,1910770000.0,477690020.0,40960000.0,747659970.0,189410000.0,237820000.0,581150000.0,510610000.0,451060000.0,492130020.0,411360000.0,750000.0,195590000.0,,82760245000.0,1164310000.0,122510000.0,826580030.0,1739510000.0,10000.0,585620000.0,1602540000.0,20760000.0,112700000.0,280410020.0,489980000.0,5400000.0,262850000.0,3757930000.0,544900030.0,33970000.0,690110000.0,741650050.0,25930000.0,75530000.0,326970020.0,561960000.0,1484209900.0,,,70010000.0,128259990.0,80530000.0,11450000.0,85760000.0,30790000.0,340370000.0,17900000.0,339660000.0,142160000.0,700850000.0,43510000.0,48540000.0,700000.0,44930000.0,2280000.0,373660000.0,688760000.0,8270000.5,1474310000.0,941730000.0,496730020.0,168750000.0,12000000.0,20530000.0,59230000.0,5350000.0,401670000.0,60320000.0,74510000.0,457750000.0,447869980.0,1318750000.0,780390000.0
1994,29000000.0,355490000.0,689390000.0,238580000.0,-12290000.0,239160000.0,304500000.0,6470000.0,229950000.0,453149980.0,368330000.0,640830000.0,1982890000.0,234560000.0,135820000.0,1410000.0,650460000.0,174940000.0,49940000.0,-17250000.0,770810000.0,330640000.0,4280000.0,4810000.0,92600000.0,133280000.0,238200000.0,208000000.0,3727520000.0,2300050200.0,1061330000.0,353410020.0,522190000.0,122730000.0,55670000.0,184920000.0,122360000.0,70870000.0,-1390000.0,68560000.0,226150000.0,178260000.0,27590000.0,83600000.0,441370000.0,279170020.0,4088040000.0,241110000.0,68140000.0,1598860000.0,62210000.0,158830000.0,261799980.0,279400000.0,739500000.0,900000.0,513750000.0,97460000.0,283720000.0,44310000.0,34620000.0,282029980.0,103270000.0,36170000.0,367320000.0,164510000.0,1034020030.0,298410020.0,1698760100.0,2852550100.0,189560000.0,401600000.0,2100360100.0,195380000.0,491330000.0,78610000.0,934800000.0,229810000.0,409869980.0,23650000.0,9220000.0,-117050000.0,6120000.0,250480000.0,335210000.0,99650000.0,5670000.0,48060000.0,636880000.0,176040000.0,112250000.0,81410000.0,420000.0,983099970.0,86240000.0,405930000.0,34070000.0,573940030.0,75620000.0,157370000.0,651120000.0,71470000.0,173200000.0,,185640000.0,4250000.0,1855410000.0,369390000.0,24000000.0,642930000.0,109310000.0,208470000.0,584320000.0,526200000.0,286570020.0,814120000.0,507120000.0,17390000.0,235450000.0,,86941204000.0,1539760000.0,46090000.0,509620000.0,1166160000.0,335090000.0,576280000.0,2815330000.0,8109999.5,88480000.0,720730000.0,525669980.0,4120000.0,229240000.0,2652960000.0,1109700000.0,18900000.0,604190000.0,894340030.0,16570000.0,68090000.0,393480000.0,426120000.0,878290000.0,74490000.0,,73330000.0,95200000.0,120040000.0,48310000.0,82730000.0,19660000.0,862850000.0,25060000.0,310420000.0,179570000.0,632140000.0,104480000.0,42070000.0,340000.0,45450000.0,30010000.0,160470000.0,258620000.0,11060000.0,1420180100.0,1108470000.0,443680000.0,110520000.0,41410000.0,16379999.0,36900000.0,17480000.0,1301030000.0,59730000.0,59300000.0,237430000.0,473210000.0,1035680060.0,848960000.0
1995,35450000.0,292700000.0,591410000.0,241210000.0,5560000.0,175750000.0,306880000.0,3130000.0,159560000.0,381130020.0,364260000.0,646660000.0,1314180100.0,147010000.0,127030000.0,6150000.0,1295470000.0,286869980.0,26760000.0,-2460000.0,884690000.0,298090000.0,460000.0,3390000.0,81940000.0,126800000.0,190400000.0,162050000.0,3769980000.0,1550010000.0,579050000.0,252230000.0,164840000.0,235080000.0,51740000.0,158430000.0,63820000.0,88260000.0,-660000.0,30460000.0,196040000.0,122330000.0,29590000.0,109600000.0,387890020.0,238020000.0,2753850000.0,213200000.0,78890000.0,1196900000.0,62590000.0,105340000.0,190850000.0,291709980.0,816420000.0,300000.0,524610000.0,60960000.0,155310000.0,45180000.0,12560000.0,270090000.0,94640000.0,20100000.0,477900000.0,73730000.0,1004789950.0,-340450020.0,1264520100.0,2026720000.0,205090000.0,481340000.0,554820030.0,162610000.0,651800000.0,76110000.0,877540000.0,298060000.0,611830000.0,20890000.0,4910000.0,23290000.0,5230000.0,279480000.0,250010000.0,166570000.0,7380000.0,65949996.0,497200000.0,155930000.0,236760000.0,85910000.0,-5200000.0,658010000.0,93580000.0,387230000.0,61190000.0,383520000.0,49800000.0,99800000.0,701950000.0,15100000.0,148300000.0,,145510000.0,-790000.0,1473170000.0,275750000.0,31170000.0,579010000.0,119600000.0,247430000.0,574280000.0,364240000.0,269100000.0,743739970.0,448100000.0,4410000.0,91460000.0,,78479610000.0,514469980.0,55890000.0,517820000.0,984800000.0,226910000.0,616660000.0,4707280000.0,17450000.0,117620000.0,702830000.0,573229950.0,4350000.0,394770000.0,2519380000.0,965870000.0,17280000.0,316660000.0,823490000.0,15120000.0,62560000.0,281530000.0,379040000.0,272940000.0,127720000.0,,120080000.0,106400000.0,133149990.0,70450000.0,78060000.0,14890000.0,389740000.0,8319999.5,306230000.0,249380000.0,765810000.0,92940000.0,45210000.0,30000.0,42850000.0,32669998.0,100320000.0,417989980.0,12110000.0,1138650000.0,1123959900.0,455780000.0,88710000.0,95480000.0,61460000.0,56540000.0,1980000.0,944970000.0,60880000.0,52220000.0,216820000.0,574090050.0,2630410000.0,651440000.0
1996,27980000.0,236380000.0,652650050.0,312790000.0,7210000.0,160650000.0,419670000.0,5360000.0,134170000.0,154480000.0,373610000.0,565400000.0,1287430000.0,240620000.0,178400000.0,2200000.0,1214060000.0,110930000.0,30450000.0,-5070000.0,1015550000.0,320750000.0,7700000.0,2920000.0,74910000.0,96190000.0,210860000.0,237670000.0,3173450000.0,1271800000.0,546140000.0,225820000.0,591070000.0,254720000.0,51750000.0,164120000.0,-330000.0,80460000.0,-2550000.0,33090000.0,174410000.0,120140000.0,57440000.0,105130000.0,404700000.0,310120000.0,3074620200.0,228120000.0,81210000.0,1120660100.0,63850000.0,176760000.0,166330000.0,432429980.0,854469950.0,-360000.0,403680000.0,50220000.0,251730000.0,42960000.0,14460000.0,234760000.0,121450000.0,14860000.0,305470000.0,176470000.0,475570020.0,270029980.0,1038090000.0,2348490000.0,180950000.0,494480000.0,3618460000.0,81180000.0,645419970.0,173000000.0,772660000.0,263940000.0,509920000.0,18550000.0,9110000.0,-158050000.0,33160000.0,314250000.0,321860000.0,233400000.0,4900000.0,50970000.0,412510000.0,139630000.0,125530000.0,98940000.0,380000.0,848430000.0,53260000.0,464060000.0,32720002.0,321829980.0,103450000.0,141240000.0,653990000.0,104400000.0,51660000.0,,178760000.0,-1360000.0,1253540100.0,354549980.0,29300000.0,658150000.0,-387090000.0,259280000.0,509549980.0,340370000.0,259410000.0,1155550100.0,426269980.0,5370000.0,108490000.0,,75330570000.0,788190000.0,60330000.0,450010020.0,1010460000.0,99330000.0,595770050.0,1588020000.0,36290000.0,78750000.0,785880000.0,519090020.0,4090000.2,315160000.0,1993210000.0,663700030.0,14230000.0,301660000.0,764650050.0,16080000.0,55280000.0,253970000.0,360170020.0,123270000.0,89630000.0,,65720000.0,154760000.0,135110000.0,110140000.0,42420000.0,26230000.0,273140000.0,6030000.0,396090000.0,194820000.0,829300000.0,146900000.0,35050000.0,129999.99,40800000.0,20600000.0,171500000.0,301000000.0,13950000.0,1172570000.0,930580030.0,609060000.0,47690000.0,105420000.0,34360000.0,46600000.0,1740000.0,1198510000.0,47380000.0,44300000.0,328850020.0,526300000.0,830630000.0,504060000.0
1997,40330000.0,357220000.0,551080000.0,245640000.0,2500000.0,138920000.0,244800000.0,6260000.0,270010020.0,87120000.0,328130020.0,558680000.0,1262670100.0,324380000.0,216960000.0,5280000.0,1321560000.0,88060000.0,20070000.0,-11800000.0,931210050.0,313580000.0,8740000.0,440000.0,83550000.0,181480000.0,124500000.0,173070000.0,2760760000.0,641970000.0,735250000.0,238740000.0,392320000.0,276540000.0,43880000.0,173590000.0,11470000.0,100120000.0,-5370000.0,64059996.0,172560000.0,119470000.0,19080000.0,88770000.0,367230000.0,229350000.0,2968330000.0,184400000.0,100870000.0,868050000.0,65610000.0,127250000.0,58790000.0,358120000.0,703349950.0,510000.0,563760000.0,57930000.0,186150000.0,37290000.0,11790000.0,374410020.0,334130020.0,11630000.0,395420000.0,66170000.0,430930000.0,248780000.0,963150000.0,2190890000.0,261180000.0,329350000.0,1921440000.0,107610000.0,641780030.0,168370000.0,636420000.0,269250000.0,467780000.0,22990000.0,10480000.0,-171430000.0,1850000.0,328410020.0,384770000.0,114680000.0,5750000.0,36300000.0,319450020.0,135010000.0,155560000.0,122060000.0,460000.0,692059970.0,97690000.0,1236680100.0,30590000.0,149050000.0,81320000.0,140610000.0,636190000.0,35240000.0,81070000.0,,233130000.0,1000000.0,1445940000.0,337989980.0,62780000.0,495880000.0,-221920000.0,253490000.0,492500000.0,490600000.0,290880000.0,525309980.0,436120000.0,4670000.0,143660000.0,,72681270000.0,948310000.0,59750000.0,604630000.0,805150000.0,52840000.0,586050000.0,1327030000.0,141480000.0,107130000.0,920960000.0,533750000.0,2970000.0,325660000.0,1393870000.0,362630000.0,4240000.0,215710000.0,625140030.0,2920000.0,56840000.0,177970000.0,376610000.0,127330000.0,145030000.0,,51740000.0,119190000.0,105000000.0,147290000.0,38130000.0,25340000.0,256579980.0,5810000.0,336620000.0,169650000.0,704990000.0,130649990.0,30430000.0,730000.0,39580000.0,50110000.0,288960000.0,11230000.0,12520000.0,1402030100.0,1210370000.0,432320000.0,49960000.0,166900000.0,6510000.0,4840000.0,2660000.0,1175420000.0,43820000.0,42730000.0,509429980.0,754020030.0,902260030.0,490549980.0
