Date,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BEL,BGR,BHR,BHS,BIH,BLR,BLZ,BRA,BRB,BRN,CAN,CHE,CHL,COL,CPV,CRI,CUB,CYP,CZE,DEU,DMA,DNK,DOM,ECU,EGY,ESP,EST,FIN,FJI,FRA,GBR,GEO,GLP,GRC,GRD,GTM,GUF,GUY,HKG,HRV,HUN,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KGZ,KNA,KOR,KWT,LBN,LCA,LKA,LTU,LUX,LVA,MDA,MDV,MEX,MKD,MLT,MNE,MNG,MTQ,MUS,MYS,MYT,NIC,NLD,NOR,NZL,OMN,PAN,PER,PHL,POL,PRI,PRT,PRY,QAT,REU,ROU,RUS,SAU,SGP,SLV,SRB,STP,SUR,SVK,SVN,SWE,SYC,SYR,THA,TJK,TKM,TTO,TUR,UKR,URY,USA,UZB,VCT,VEN,ZAF
1960,,,,,,0.5425936,0.32364988,,0.36598852,,,,,,,,0.5641749,,0.44311452,0.39927822,0.5184006,0.85526097,,,,,,,,0.2770083,,,,0.4541295,,0.20855844,,0.42903772,0.48000422,,,,,,,,0.26116478,,0.5732578,0.8052664,,,0.2570694,,0.41669092,0.4887927,,0.6471846,,,,,,,,3.7023952,,,,,,0.44069606,,,,,,,,,,0.5680909,0.3595243,0.66053987,,0.8942411,,,0.45100302,,0.3736567,,,,0.12070681,,,,,,,,,,0.38086104,,,,,,0.7869249,,,0.42986426,0.3332395,,,0.2835384,
1961,,,,,0.0,0.5260732,0.30931565,,0.35145113,,,,,,,,1.1618258,,0.41848424,0.3274253,0.5572098,0.73229617,,0.94591814,,,,,0.37546933,0.3417225,,,,0.47388005,,0.35454008,,0.46287352,0.47579253,,,0.5300602,,,,,0.21348134,,0.5186184,0.75367486,,,0.08012821,,0.3857361,0.5636581,,0.6106572,,,,,,,,3.7904303,,,,,,0.43537855,,,,,,0.21521905,,,,0.5755036,0.4232582,0.48664033,,0.877297,,,0.38505614,0.4217346,0.39763027,,,,0.21119453,,,,,,,,,,0.41873425,,,,,,0.56296295,,,,0.33998972,,,0.26683015,
1962,,,,,0.49382716,0.481951,0.28067008,,0.2855673,,,,,,,,0.8979206,,0.40292555,0.36825398,0.47009718,0.78156745,,0.6445078,,,,,0.30257186,0.2691137,,,,0.42892992,,0.26813403,,0.43536156,0.44933504,,,0.51687354,,,,,0.16239358,,0.48119107,0.7654117,,,0.3236246,,0.34644347,,,0.5854153,,,,,,,,2.811263,,,,,,0.42818907,,,,,,0.36363637,,,,0.5194639,0.4633137,0.6476156,,0.8131114,,,0.3449011,0.35595778,0.36959034,,,,0.1792042,,,,,,,,,,0.41020432,,,,,,0.88167053,,,,0.3330639,,,0.28395647,
1963,,,,,0.17421603,0.49002045,0.33086187,,0.336709,,,,,,,,0.76555026,,0.41189682,0.3790205,0.37439084,0.7252767,,0.7559775,,,,,,0.32988882,,,,0.4058091,,0.3808617,,0.42863715,0.43237838,,,0.46996844,,0.7361894,,,0.1570893,,0.4475774,0.79597574,,,0.1507159,,0.35129374,,,0.5929007,,,,,,,,2.9299796,,,,,,0.40960875,,,,,,0.41734985,,,,0.5327261,0.37177747,0.5130264,,1.0312746,,0.63316077,0.726729,0.351585,0.30812868,,,,0.16884191,,,0.33287644,,,,0.3333333,,,0.37928328,,,,,,0.79484105,,,0.4676871,0.32703832,,,0.30719593,
1964,,,,,0.85470086,0.45628965,0.44678438,,0.3415077,0.17059818,,,,,0.1371742,,0.47014576,,0.41275284,0.48312783,0.41251144,0.7225714,,0.6683512,0.3541962,,,,,0.29053,,,,0.4092943,,0.48692134,,0.42131513,0.4530951,,,0.45514125,,0.7235127,,,0.19326338,,0.38976496,0.60680354,,,0.3058104,,0.33547598,,,0.57646567,,,,,,,,2.890669,,,,,,0.44332865,,,,,,0.3557568,,,,0.5286985,0.3753092,0.59927386,,0.89898276,,0.6225109,0.7964598,0.4201228,0.27457213,,,,0.15018757,,,0.2759277,,,,0.3494976,,,0.3978555,,,,,,,,,0.43956044,0.3324155,,,0.27741063,
1965,,,,,,0.4432633,0.5335568,,0.33030552,0.14036134,,,,,0.14084508,,,,0.40822083,0.4824743,0.4888268,0.6273406,,0.7210919,,,,,,0.41767603,0.18008964,,0.15474837,0.5220507,,0.4114856,,0.40159824,0.4389947,,,0.44745722,,0.63209945,,,0.09647579,,0.258049,0.43001637,,,0.15491866,,0.32953158,0.8385158,,0.5612203,,,,,,,,2.979461,,,,,,0.40453973,,0.49983338,,,,0.3787281,,,,0.5631159,0.3312852,0.5440459,,0.7597559,,0.5358364,0.7112094,0.37317654,0.22061837,,,,0.1260764,,,0.19265968,,,,0.25231287,,,0.39261326,,,,,,,,,0.40369785,0.33252448,,,0.30234814,
1966,,,0.28656274,,0.40650406,0.42913914,0.49650043,,0.33127764,0.13164438,,,,,0.12953368,,0.24850896,,0.4163803,0.5286359,0.50061333,0.6708182,,0.68547326,,,,,,0.33438715,0.217331,0.76319236,0.17043276,0.46637848,,0.4799302,,0.4144648,0.44069627,,,0.38432088,,0.6268641,,,0.2406803,,0.27760613,0.41295245,,,0.14378145,,0.32542047,,,0.58537287,,,,,,,,2.6414175,,,,,,0.37298918,,,,,,0.1940009,,,,0.56309444,0.37767288,0.48364034,,0.7186411,,0.4853341,0.7602653,0.26276708,0.20481977,,,,0.13083935,,,0.1611069,,,,0.17590149,,,0.3697093,,,,,,0.9065156,,,0.41428688,0.33964005,,,0.32834315,
1967,,,0.3141231,,,0.44010398,0.48827514,,0.34892198,0.119149625,,,,,0.0,,0.14655595,,0.42652863,0.6038954,0.4997697,0.67566067,,0.5350455,,,,,1.5151515,0.4515428,0.2510858,0.7596413,0.17334566,0.4572642,,0.42018726,,0.4296726,0.45158988,,,0.42792636,,0.66721916,,,0.19855411,,0.26933262,0.3280255,,,0.07220217,,0.32345206,0.7232034,,0.58029115,,,,,,,,2.6184325,,0.2888782,,,,0.365455,,0.3736413,,,,0.29038668,,,,0.5421276,0.3920919,0.5650454,,0.7048557,,0.55268514,0.7444339,,0.22751941,,,,0.12225826,,,0.24489027,,,,,,,0.32463056,,,,,,0.82656825,,,0.39646578,0.3347336,,,0.29637742,
1968,,,0.29346547,,,0.45733795,0.49159497,,0.32937968,0.15240523,,,,,0.14005601,,0.9290954,,0.3968772,0.62920487,0.59839165,0.6582566,,0.75096214,0.48405045,,,,0.34904015,0.41023472,0.1652655,0.6742629,,0.39479804,,0.39988446,,0.49374014,0.45960504,,,0.4924361,,0.73154455,0.0,,0.39867452,,0.26960486,0.44334528,,,0.0,,0.24222124,,,0.70773643,,,,,,,0.25510204,2.7849488,,0.24319066,,,,0.41995096,,0.381547,,,,0.28066236,,,,0.6238749,0.35308483,0.6049706,,0.71070236,,0.4605245,0.69680274,,0.22501346,,,,0.14853401,,,0.37104073,,,,,,,0.3283575,,,,,,0.9274874,,,0.40791196,0.3540264,,,0.51415473,
1969,,,0.3145091,,1.9512196,0.49109825,0.5095477,,0.36191282,0.13344474,,,,,0.265252,,0.65425265,,0.41624323,0.82583356,0.5821918,0.67910945,,0.8793862,0.4815467,,,,0.0,0.44219178,0.12931831,0.7212433,,0.36443907,,0.40899795,,0.46547413,0.46411347,,,0.39262098,,0.6880034,0.0,,0.30968016,,0.29744813,0.6284461,,,0.13793103,,0.2466942,,,0.69502604,,,0.7246377,,,,,,,0.21541408,,,,0.34649128,,0.49603176,,,,0.31113878,,,,0.51944435,0.3744166,0.5628906,,0.6536615,,0.38078853,0.65329134,0.5323366,0.17212725,,,,0.12423904,,,0.46660835,,,,,,,0.3997311,,,0.08215441,,,,,,0.5628382,0.35619333,,,0.5695029,
1970,,,0.30204272,,1.216545,0.49713397,0.41287607,,0.3278274,0.15305792,,,,,0.1254705,,0.7751938,,0.41741204,0.7234065,0.5723493,,,0.46940193,0.40549842,,,,0.0,0.43745983,0.20862588,0.6694768,0.15988125,0.33765215,,0.44651964,,0.47769135,0.48109126,,,0.37968355,,0.67629606,0.5633803,,0.240871,,0.28037307,0.54622096,,,0.13726836,,0.23776808,,,0.6836269,,,0.6147541,,,,,,,0.36092398,,,,0.3059779,,0.68403906,,,1.0244287,0.36461636,,,,0.48258057,0.41577357,0.60789055,,0.71393645,,,0.6656697,0.57522124,0.21591312,,,,0.16247962,,,0.407785,,,,,,,0.39238718,,,0.08217991,,,1.0207015,,,0.4765507,0.33992165,,0.40650406,0.60248876,
1971,,,,,0.24154589,0.4826028,0.4417778,,0.3281131,0.112312056,,,,,0.3236246,,0.4373178,,0.40693828,0.78125,0.5970687,,,0.40661937,0.33079028,,,,0.3021148,0.46461174,0.1822865,0.75110316,0.16328746,0.19414335,,0.49918258,,0.4850285,0.51854193,,,0.36982346,,0.68197227,0.23866348,,0.16787636,,0.2755896,0.60520536,,,0.19986674,,0.23897263,,,0.70618725,,,1.8223236,,,,,,,0.61335754,,,,0.34975335,,0.7443366,,,1.889401,0.35211268,,,,0.56692946,0.38223746,0.5923732,,0.7304454,,,0.5766614,0.46847445,0.114502266,,,,0.15336634,,,0.30894166,,,,0.37878788,,,0.32876447,,,0.08684591,,,1.2208972,,,0.37866834,0.35397416,,0.2728513,0.64152604,
1972,,,,,0.43956044,0.5229592,0.38185954,,0.34745878,0.11523749,,0.27272728,,,0.29895365,,0.85388994,,0.4229957,0.8514932,0.61133796,0.78314006,,0.63565177,0.29324326,,,,0.18416207,0.49162453,0.14888519,0.61765707,0.17173025,0.25342393,,0.42084667,,0.47361857,0.5111746,,,0.37210995,,,0.0,,0.23646252,,0.2588431,0.5526308,,,0.0691085,,0.25867268,,,0.7087375,,,0.36968577,,0.21691975,,0.51493305,,,0.31538087,,,,0.37378782,,1.4542936,,,,0.35351983,,,,0.50538844,0.45714283,0.69777757,,0.82444763,,,0.56889725,0.4313519,0.0775065,,,,0.16807786,,,0.34716195,,,,,,,0.44258842,,,0.08364298,,,0.8626887,,,0.42374378,0.33992824,,0.0,0.67982817,
1973,,,,,0.530504,0.48004907,0.41609174,,0.30696636,0.13501903,,,,,1.1583011,,1.0727613,,0.41575477,0.8369889,0.5121222,,,0.7730365,0.31552544,,,,0.2016129,0.4156309,0.16648379,0.6847131,0.1394036,0.30284226,,0.48836675,,0.50841945,0.5138183,,,0.44560066,,,0.0,,0.33239698,,0.24155763,0.49719232,,,0.06779661,,0.25678396,,,0.71410847,,,0.5714286,,,,0.35714287,,,0.45476305,,,,0.3928832,,1.3360053,,,,0.38314176,,,,0.60895175,0.53556234,0.6761566,,0.98114026,,,0.52852213,0.45178378,0.10268769,,,,0.14737743,,,0.41946307,,,,,,,0.60958517,,,0.09073765,,,1.1706798,,,0.33408356,0.3625945,,,0.5842679,
1974,,,,,0.6048387,0.53007346,0.356219,,0.302172,0.09737326,,,,,0.8321775,,1.3251301,,0.43586698,0.99994683,0.5658883,0.7743906,,0.59924304,0.30057847,,,,0.5964215,0.36005527,0.16733855,0.6674134,0.122809306,0.29972062,,0.43423763,,0.5044674,0.5391401,,0.70803833,0.376132,,0.6137066,0.0,,0.30848795,,0.1947288,0.48967668,,,0.26755854,,0.24584478,,,0.742143,,,0.19607843,,,,,,,0.13992538,,,,0.42137688,,0.6378455,,,0.30487803,0.2571934,,,,0.61967963,0.47131562,0.69691926,,0.83194673,,,0.480358,0.4925603,0.17725746,,,,0.16885711,,,0.34264177,,,,,,,0.6083078,,,0.085612625,,,1.1465158,,,0.32523775,0.3724175,,0.4189944,0.6693676,
1975,,,,,0.8639309,0.46688253,0.30507803,,0.33158886,0.10892035,,0.39761433,,,0.41493776,,0.91566265,,0.41752404,0.6419426,0.5459546,0.74981403,,0.6864275,0.31202778,,,,1.2474012,0.37125537,0.21142477,0.7629012,0.09856545,0.30584323,,0.43098533,,0.53178865,0.53299963,,,0.35340986,,0.6319465,0.7425743,,0.302015,,0.27459535,0.47327647,,,0.14164306,0.36585364,0.22494978,,,0.71553165,,,,,0.04185852,,0.46620047,,,0.29714286,,,,0.52451336,,0.7976072,,,0.456621,0.20094731,,,,0.5319289,0.4817653,0.7684651,,0.8742666,,,0.47322968,0.48235726,0.18583564,,,,0.15996921,,,0.401852,,,,0.2247191,,,0.5952246,,,0.18563992,,,1.2175677,,,0.35355008,0.3815352,,,0.6262236,
1976,,,,,0.40733197,0.5041629,0.36893,,0.36665234,0.12450763,,,,,0.11481056,,1.2804097,,0.41135508,0.54645765,0.54919446,0.73912424,,0.7268063,0.3099779,,,,1.4953271,0.3553819,0.24676618,,0.08148968,0.2986552,,0.5059849,,0.58838946,0.5257066,,,0.32755628,,0.48600334,1.312336,,0.37086546,,0.28281912,0.40830714,,,0.0,0.30817926,0.21450692,,,0.71551466,,,,,0.04290925,,0.11325028,,,0.33385265,,,,0.55911314,,0.65552276,,,,0.24944973,,,,0.52248067,0.46747565,0.6719057,,1.0142224,,,0.43511578,0.36193636,0.19014575,,,,0.14936082,,,0.40357202,,,,0.38565367,,,0.5845309,,,0.12369414,,,1.1911206,,,0.30515292,0.39718452,,,0.59998953,
1977,,,0.32525837,,1.2096775,0.4733891,0.3246683,,0.3843013,0.11021386,,,,,0.39525694,,1.4849188,,0.4006018,0.567753,0.5615915,0.7825285,,0.7746716,0.37350106,,,,1.553398,0.42852587,0.24391219,0.58833474,0.18926562,0.29117572,,0.54657155,,0.6059069,0.54705614,,,0.36537313,,0.29926476,0.0,0.6799252,0.315444,,0.2499413,0.5262845,,,0.20905924,0.2965813,0.20486781,0.6766108,,0.70006984,,,1.3944223,,0.01863933,,0.48959607,1.6488516,,0.29534826,,,,0.63556725,,0.40650406,,,,0.358886,,,,0.5041193,0.5273202,0.63929754,,1.1075162,,,0.4300924,0.3518472,0.18104067,,,,0.15573712,,,0.40997323,,,,0.31796503,,,0.6758596,,,0.11191682,,,1.2036657,,,0.31812996,0.41266647,,0.2570694,0.49231267,
1978,,,0.36191228,,1.7412935,0.55153334,0.3202384,,0.32065725,0.122234836,,,,,0.45924225,,1.8536586,,0.3781685,0.55268717,0.51713884,,,0.8231884,0.37125337,,,,0.72115386,0.33088654,0.23349331,0.66253245,0.10201995,0.27393937,,0.6070565,0.24449877,0.6428775,0.57930654,,,0.39698583,,0.5281415,0.0,,0.28892878,,0.19839995,0.6036575,,,0.07037298,0.33793184,0.22194642,,,0.70334184,,,0.8583691,,0.0,,,,,0.28687546,,,,0.6476572,,0.35502958,,,,0.296875,,,,0.63191015,0.5137407,0.5794635,,0.9133024,,,0.40817705,,0.1673701,,,,0.14774884,,,0.51392573,,,,0.5128205,,,0.5386477,,,0.085328616,,,1.186987,,,0.33888632,0.41819954,,0.40431267,0.60300815,
1979,,,0.2600819,,,0.45510846,0.3597357,,0.3419338,0.12499604,,0.5645161,,,0.4608295,0.25819543,1.362782,,0.361511,0.75538695,0.5055407,,,0.8202997,0.3498278,,,,1.9736843,0.3089996,0.44259813,0.56712985,0.11354617,0.24288544,,0.61104906,,0.6376833,0.57210356,,,0.299983,,0.37532684,0.0,0.64695007,0.22155161,,0.17028555,0.5211572,,,0.0,0.26848248,0.21287188,,,0.69352615,,,,,0.01988862,,0.9411765,,,0.15018773,,,,0.6901797,,0.68560237,,,,0.25660378,,,,0.6325234,0.53324366,0.68970954,,1.1677412,,,0.40829843,0.47031158,0.20704827,,,,,,,0.45720702,,,,0.3883495,,,0.4831979,,,0.07548391,,,0.94900846,,,,0.41738054,,0.86580086,0.45328087,
1980,,,0.24551582,,,0.48668292,0.3407542,,0.39023793,0.09596734,,0.7627765,,,0.49079755,0.2433155,1.0437375,,0.38140115,0.70731175,0.5128205,,0.3507234,0.6039038,0.3620007,,,,0.7751938,0.28960118,0.31251252,0.47001052,0.0992339,0.26404557,,0.63801587,,0.69072413,0.5915174,,,0.40099907,,0.40078476,,,0.196388,,0.15135358,0.54672563,,,0.06501951,0.29302078,0.20955439,1.0923816,,0.6674036,,,,,0.02027575,,1.1574074,1.2041309,,0.16932753,0.20872274,,,0.682238,,0.4241139,,,,0.16454749,,,,0.8041723,0.6265119,0.5695443,,1.0931022,,,0.36236125,0.40662354,0.26639712,,,,0.12377305,0.19157729,,0.60790277,,,,0.3710575,,,0.62639576,,,0.081864744,,,1.025846,,,0.29172117,0.42410424,,,0.46854258,
1981,,,0.2827568,0.28212976,,0.4917296,0.3538563,0.15618443,0.36822632,0.07753481,,0.24855012,,0.10629617,,0.24754623,1.1182109,,0.39233112,0.6575975,0.50378555,,,0.73414904,0.41248858,,,,0.0,0.3278922,0.41223782,0.41887486,,0.21746096,0.2343452,0.58165646,,0.7258171,0.6092946,0.025022179,0.5260641,0.3408261,,0.51569384,,,0.24428338,,0.17892052,0.52233595,,,0.18115942,0.3161019,0.2213497,0.86927164,,0.65615016,0.18268389,0.15207326,,,0.02137666,,0.7117438,1.1053221,0.22766238,0.12019231,0.29292613,0.27485773,,0.68782866,,0.09563277,,,0.8592911,0.14053716,,,,0.78950787,0.59198433,0.6084225,,1.1033099,,,0.3766839,0.40343633,0.266967,,,,0.12242082,0.2033083,,0.8012446,,,,0.25586355,,,0.48027816,,,0.08896388,0.2149382,0.16477114,1.1286376,,0.16491178,0.2861593,0.43594956,0.22412199,,0.44059443,
1982,,,0.26478907,0.21752818,,0.5172217,0.31640372,0.16754767,0.36200944,0.0787692,,,,0.19927537,0.28449503,0.23077983,1.2188044,,0.43288058,0.5506385,0.5677268,,,0.79624784,0.41619235,,,,0.49261084,0.36469862,0.39490014,0.41691032,,0.23582356,0.38562566,0.6172273,,0.75823414,0.61360705,0.08190199,,0.36481556,,,,,0.21222244,,0.17946479,0.5915519,,,0.31585598,0.26448315,0.23703814,0.870451,,0.6360596,0.2280198,0.19182023,,,0.0801282,,,1.0754087,0.23401827,0.28950542,0.20810655,0.31184524,,0.7892097,,0.25839794,,,0.687467,0.2036022,,,,0.8161073,0.6609736,0.57541,,0.9088676,,,0.37357894,0.4389242,0.26904085,,,,0.12537926,0.1993086,,0.7289647,,,,0.29448885,,,0.45110625,,,0.11075092,0.1622313,0.18762508,1.1124198,,0.18971159,0.3054615,0.45164138,0.2730854,0.27894002,0.49151653,
1983,,,0.2364019,,0.32051283,0.5429059,0.34285963,,0.3865037,0.06948386,,1.3586956,,,0.8344923,0.24223599,1.4000001,,0.42410767,0.49871618,0.52937067,,,1.0920272,0.38561735,,,,0.0,0.34977326,0.74975514,0.55976236,,0.23730125,,0.5733869,,0.8496306,0.62903863,,,0.32344955,,,,,0.21889271,,0.2011531,0.5458515,,,0.30248034,0.36901703,0.2215016,0.86472225,,0.60848224,,,,,0.10741139,,2.1383648,1.1169016,,0.24021138,0.24126945,,,0.83093995,,0.15586035,,,,0.20563112,,,,0.9103184,0.68444484,0.54216176,,1.2119073,,,0.35233036,0.40654206,0.23348242,,,,0.12270622,0.20396484,,0.5555555,,,,,,,0.39765155,,,0.086701095,,,0.993904,,,0.34067363,0.46463925,,0.28571427,0.72075593,
1984,,,0.21929479,,,0.53921914,0.26902992,,0.4276467,0.0690206,,0.52677786,,,0.0,0.26334977,1.2826837,,0.4649257,0.54605645,0.49284175,0.704867,,0.96667004,0.42306986,,,,0.9367682,0.30085507,0.64456725,0.58172375,,0.54741174,,0.5583745,,0.86176705,0.9205821,,,0.34729683,,0.45276183,,1.0458063,0.1876466,,0.19289885,0.62040156,,,0.06313131,0.5178925,0.26202786,1.1090033,,0.6008805,,,,,0.11003521,,,1.079176,,0.14641288,0.19158235,,,0.88440824,,0.20484808,,,,0.29608852,,,,0.8813808,0.76559967,0.6067053,,1.2,,,0.30722177,0.34511322,0.21393234,,,,0.12580284,0.18662933,,0.6534458,,,0.08123477,0.7860262,,,0.39351368,,,0.07901208,,,0.92083395,,,0.34011337,0.48255122,,0.14164306,,
1985,,,0.25294653,0.24002859,0.50377834,0.56873167,0.2522941,0.14608556,0.44887647,0.0567521,0.36463082,1.0015409,0.07940344,0.21856372,,0.25262246,1.4375561,,0.46712223,0.6109125,0.42837328,0.70024097,,1.1054989,0.45630917,,,,0.8583691,0.29443163,0.42378968,0.5710486,,0.771441,0.28951043,0.5274589,,0.844169,0.97427,0.0346673,,0.33804882,0.89399743,,,,0.2523759,0.023047231,0.2086523,0.54496735,,,0.12091898,0.5851083,0.34798586,1.1327561,,0.56069326,0.20033759,0.13918099,,0.3928782,0.12738854,,,0.9613718,0.24253875,0.19607842,0.24293156,0.19533369,,0.800366,,0.1715266,,,0.5607477,0.26901808,,,,0.9290651,0.6986388,0.567603,,1.3569124,,,0.2865322,0.33201104,0.25375235,,,,0.11513358,0.19553722,,0.85412455,,,0.2843602,0.48351645,,0.18132368,0.38292578,0.85470086,,0.05064686,0.087461725,0.15720859,0.9718415,,0.16500741,0.36768568,0.48671418,0.2300928,0.4608295,0.61495036,
1986,,,0.26252198,0.2524472,0.80213904,0.57636636,0.23888552,0.10806281,0.5176769,0.05094243,,,0.04463213,0.20662856,0.2541296,0.24874763,1.0047847,,0.4923354,0.58065057,0.49716794,0.7536933,,1.1101542,0.5004355,,0.10483603,,0.8213552,0.29250395,0.3412969,0.6024687,,0.9052456,0.26131436,0.56015897,,0.8608111,1.0076656,0.03235967,,0.15471274,,0.49752742,,,0.26892048,0.09470429,0.229113,0.5696653,,,0.2503129,0.642573,0.33040154,1.1357043,,0.5191708,0.2400356,0.19942921,0.72639227,0.39106902,0.15970796,,0.8264463,1.0465201,0.2822175,0.19930243,0.26174667,0.18300071,,0.8669537,,0.13981125,,,,0.21141648,,,,0.9057754,0.60000914,0.6505988,,1.0735853,,,0.2726432,0.43188232,0.23688275,,,,0.1440185,0.19472955,,0.9205086,,,,0.64935064,,0.20001025,0.39241755,0.40160644,,0.06879945,0.05938799,0.16508165,1.2858813,,0.17110501,0.31975532,0.4809627,0.2707752,0.1615509,0.6540364,
